#検索キーワード	辞書	match	count	結果1	結果1_ID	結果1_検索順位	結果2	結果2_ID	結果2_検索順位	結果3	結果3_ID	結果3_検索順位	結果4	結果4_ID	結果4_検索順位	結果5	結果5_ID	結果5_検索順位	結果6	結果6_ID	結果6_検索順位	結果7	結果7_ID	結果7_検索順位	結果8	結果8_ID	結果8_検索順位	結果9	結果9_ID	結果9_検索順位	結果10	結果10_ID	結果10_検索順位
ATP synthase F1, gamma subunit	univ	cs	10	F0F1 ATP synthase subunit gamma	14fc24d31618711e8c8ab384beb912bbmlt_after	1	ATP synthase subunit 1	dc243df1ed371eb40244c387c9b39256mlt_after	2	ATP synthase subunit L	f60214d5939a6795ab45a8a5239f965bmlt_after	3	ATP synthase subunit a	0ff0d2d252535bc4719b80a185f1ce0dmlt_after	4	ATP synthase subunit b	000b60dccfcd07d995b45fc80f5dd157mlt_after	5	ATP synthase subunit c	f9f9f242096137c5e6291cc30edabe87mlt_after	6	ATP synthase subunit gamma, chloroplastic	c09b947b03fe910052cd2f6c2a59610fmlt_after	9	ATP synthase subunit gamma, mitochondrial	b5345177a0906b5a9917422c454e915dmlt_after	10	ATP synthase subunit a 1	53ab5db3878ad57b3f2fef1751e524ddmlt_after	7	ATP synthase subunit a 2	c9354b85e1cdc73b0e9c0e6a6957cb40mlt_after	8
ATP-dependent Clp protease adaptor protein ClpS	univ	cs	10	ATP-dependent Clp protease adapter protein ClpS	c6573492618ae265cb46f166754a8e49mlt_after	1	ATP-dependent Clp protease adaptor	c96d15e560f88dd340fa2cd460dc20f8mlt_after	5	ATP-dependent Clp protease adapter protein ClpS 1	e312b11f0c6a0d7461161fef7bdfca87mlt_after	3	ATP-dependent Clp protease adapter protein ClpS 2	ed02703804b248dad11189fea81989admlt_after	4	ATP-dependent Clp protease adapter ClpS	ba2b6d86e86a3a95d70bfe759073aac2mlt_after	2	ATP-dependent Clp protease adapter protein CLPS1, chloroplastic	825910cfe15003db7143db944f9f7debmlt_after	10	ATP-dependent Clp protease-like protein	164c54829544e53d73c4b4a11f58dbefmlt_after	6	ATP-dependent Clp protease ATP-binding subunit ClpX	17dd6ce870e73958f4810c31b0f075e8mlt_after	7	ATP-dependent Clp protease ATP-binding subunit ClpA	79cb4a12ea7acd926633f45e86d186acmlt_after	8	ATP-dependent Clp protease ATP-binding subunit ClpC	e6591d940736ece71e74d140c64016cfmlt_after	9
ATP-dependent Clp protease, proteolytic subunit ClpP	univ	cs	10	ATP-dependent Clp protease proteolytic subunit	f3caca9057f666058253e70a28925da2mlt_after	1	ATP-dependent Clp protease proteolytic subunit 1	b430b4dfc443efec1a1ab23fc9c7a813mlt_after	2	ATP-dependent Clp protease proteolytic subunit 2	26cf0d21b09fb8588e6db00b9bbb5f90mlt_after	3	ATP-dependent Clp protease proteolytic subunit 3	f19d2a327dd586e92fb7c7a79a3a3d9cmlt_after	4	ATP-dependent Clp protease proteolytic subunit 4	e11efbe76aca3e5e2197a668c8fa48bfmlt_after	5	ATP-dependent Clp protease proteolytic subunit 5	07eca843c03eb0641f086fc22a0cffdamlt_after	6	ATP-dependent Clp protease proteolytic subunit-like	00622af32031bf1540da67564194e519mlt_after	7	ATP-dependent Clp protease proteolytic subunit 3, chloroplastic	dce4549b4b1e4d1adaaf751de9b202a0mlt_after	8	ATP-dependent Clp protease proteolytic subunit 4, chloroplastic	cf0324f625f82740cb6f1e901afe8878mlt_after	9	ATP-dependent Clp protease proteolytic subunit 5, chloroplastic	8154b6e6bf7dc66eeb1b8af2222f0b17mlt_after	10
ATP-dependent DNA helicase, UvrD/REP family	univ	cs	10	ATP-dependent DNA helicase UvrD1	c62b8ad5679e05ebe1695a7e2da759c6mlt_after	2	ATP-dependent DNA helicase UvrD2	4f780c44058a5dd808e4b745f6e5bacbmlt_after	3	ATP-dependent DNA helicase uvsW	2af6454b9b531991058c365a23d083bamlt_after	4	ATP-dependent DNA helicase pfh1	307648a93467801f7d6bc8e6b427825cmlt_after	5	ATP-dependent DNA helicase	57f2f7c97a002fa270f2dc6aebda2793mlt_after	1	ATP-dependent DNA helicase Rep	aea9ed5328c386bb273aa25386512fefmlt_after	6	ATP-dependent DNA helicase Q1	265c2bd17650e99280498829df595408mlt_after	7	ATP-dependent DNA helicase Q4	031ead461e11de8de01d6c1a57ace400mlt_after	8	ATP-dependent DNA helicase Q5	fe7b0f8df56096e364f4c149c8140de3mlt_after	9	ATP-dependent DNA helicase dda	e365be30c9ac27100c21fd57d2592344mlt_after	10
ATP-dependent protease HslV	univ	cs	10	ATP-dependent protease subunit HslV	d1528f21d534000517472722a9fb36cdmlt_after	1	ATP-dependent protease	5672db82fa30541171ba7f1d311f7eccmlt_after	2	ATP-dependent protease LonB	d0889bd36ab36c33d421e2ec3ad5a3f4mlt_after	6	ATP-dependent protease ATPase subunit HslU	c1ed9896d0e31c80acd61ff4a62202e0mlt_after	3	ATP-dependent protease ATPase subunit HslU1	ef3de491444e65df2d6f59b6a29e48fbmlt_after	4	ATP-dependent protease ATPase subunit HslU2	9c3de5698170242812afc07f9f4795c3mlt_after	5	ATP-dependent protease subunit ClpQ	5ccfea8c7be40b526226d540e075473emlt_after	7	ATP-dependent permease	24c9ba31b0b5df2129e89b1658befaa2mlt_after	9	ATP-dependent protease ATPase subunit ClpY	969f9509071c9ff65b00c60e141e2232mlt_after	8	ATP-dependent permease AUS1	a3fb070bec9809520b19f8cb10336416mlt_after	10
ATP-dependent protease La	univ	cs	10	ATP-dependent protease LonB	d0889bd36ab36c33d421e2ec3ad5a3f4mlt_after	2	ATP-dependent protease	5672db82fa30541171ba7f1d311f7eccmlt_after	1	ATP-dependent protease subunit HslV	d1528f21d534000517472722a9fb36cdmlt_after	3	ATP-dependent protease subunit ClpQ	5ccfea8c7be40b526226d540e075473emlt_after	4	ATP-dependent permease	24c9ba31b0b5df2129e89b1658befaa2mlt_after	9	ATP-dependent protease ATPase subunit HslU	c1ed9896d0e31c80acd61ff4a62202e0mlt_after	5	ATP-dependent protease ATPase subunit ClpY	969f9509071c9ff65b00c60e141e2232mlt_after	6	ATP-dependent protease ATPase subunit HslU1	ef3de491444e65df2d6f59b6a29e48fbmlt_after	7	ATP-dependent protease ATPase subunit HslU2	9c3de5698170242812afc07f9f4795c3mlt_after	8	ATP-dependent permease AUS1	a3fb070bec9809520b19f8cb10336416mlt_after	10
ATPase subunit 6	univ	cs	10	terminase, ATPase subunit	811ea584b3887dc763ff49288a14708dmlt_after	1	V-type proton ATPase subunit B	f2b8fe9c428dbe9529a55ea2638e579bmlt_after	2	V-type proton ATPase subunit F	b31cf50d8c39b1a95006d53626e8ec71mlt_after	2	V-type proton ATPase subunit G	89b15e8847d4b797f392f2109befd4fdmlt_after	2	V-type proton ATPase subunit H	eeb9aaf96d6d19f5f231bf2b35cb3249mlt_after	2	V-type proton ATPase subunit d	aa598e3bf0c7a18b966d127270e98b96mlt_after	2	V-type proton ATPase subunit C	f4108011163d279e7372fe298d9fdc7dmlt_after	2	V-type proton ATPase subunit E	e12ddb6dbb6679e87519ad018bc2a186mlt_after	2	V-type proton ATPase subunit a	08ba43325109de054bae8f449dc92cf4mlt_after	2	V-type sodium ATPase subunit B	519ca8396bbec13e10c844c9405d74a8mlt_after	10
ATPase, AAA family	univ	cs	10	AAA family ATPase L572	eb0af67e30eb3fb99e9ca0981f480e85mlt_after	1	AAA family ATPase R476	3dd44ab171cfaf2d63957649408d64e9mlt_after	1	Uncharacterized AAA family ATPase y4kL	3f2c5e4e032958a724d16485082ecde0mlt_after	8	uncharacterized ATPase (AAA family) associated with cysteine desulfurase	4391c263875dbe09b121e6bcda11d200mlt_after	10	ABC-F family ATPase	a8963fdd506ed0d3ef41597c768bd49amlt_after	9	AAA-ATPase At1g43910	4978d2985862b691ab1e9c3ce2cddcdbmlt_after	3	AAA-ATPase At2g18190	1d2ed32ffe15ba6e82f2df77727f0e8emlt_after	3	AAA-ATPase At2g18193	3e596acb91e67dda49c9ba90bb425af7mlt_after	3	AAA-ATPase At2g46620	8be348564b24528dba446dcb26e13090mlt_after	3	AAA-ATPase At3g28510	f47a1ffe2ebedec4c653130f5b2da5famlt_after	3
ATPase, ParA family	univ	cs	10	AAA family ATPase L572	eb0af67e30eb3fb99e9ca0981f480e85mlt_after	5	AAA family ATPase R476	3dd44ab171cfaf2d63957649408d64e9mlt_after	5	ParA family protein MG470	4a92585c72dd763dc55984d25ae52dfemlt_after	1	ParA family protein CT_582	f65e45417acb2e967ed412cef3ef9983mlt_after	1	ParA family protein MPN_688	a5e35b2ed1cab571fac8dde344fedb20mlt_after	1	ParA family protein TC_0871	a362cc983daac0b8a18c9ac981e0ba3dmlt_after	1	ABC-F family ATPase	a8963fdd506ed0d3ef41597c768bd49amlt_after	7	Uncharacterized AAA family ATPase y4kL	3f2c5e4e032958a724d16485082ecde0mlt_after	8	GTPases (G3E family)	f97bec9e49e721b65743620a5652bc52mlt_after	10	ATPase family gene 2 protein	36e011cb2811de20f8fd269cc5cf7910mlt_after	9
AcrB protein	univ	cs	10	Plasmid Partition par B protein	06129602e4e537d5a4d1281e765c8004mlt_after	0	B-cell CLL/lymphoma 6 member B protein	cc9eb73c30bb70ee015fa59383dcef62mlt_after	0	Protein DcrB	e316170ff4dcbed3091bae1da4bb4493mlt_after	0	ubiquitination network signaling protein acrB	0280fc6890bd077892278cbb17afb718mlt_after	2	Botcinic acid biosynthesis cluster B protein 12	e73bd9cd94c157d55e7604dc6bd687fcmlt_after	0	Botcinic acid biosynthesis cluster B protein 14	7f687d2c6d2a813aec7b46f2b8625d69mlt_after	0	Botcinic acid biosynthesis cluster B protein 16	8e693c52c6b9d5dd967b801bd39931afmlt_after	0	Multidrug efflux pump subunit AcrB	a1b03a2b1b4a847c8ceabef7f5d239e9mlt_after	1	DNA repair protein crb2	85338fedfce0828d9a5c6b2d574c9664mlt_after	0	Myb protein	6c0e3f1860e9c51e5aa01cc633b2ba51mlt_after	0
ApxIVA Var3	univ	cs	10	RTX-I toxin-activating lysine-acyltransferase ApxIC	8b9f1d38853f51c45f087667b349a398mlt_after	0	RTX-II toxin-activating lysine-acyltransferase ApxIIC	e8b69fff2e1c4ead1486badee87a4981mlt_after	0	RTX-III toxin-activating lysine-acyltransferase ApxIIC	bbd49b245d684fde1423abaa2f01145dmlt_after	0	Alpha-conotoxin GeXIVA	dba787c7929ca88297b222a44ad5ec19mlt_after	0	Alpha-conotoxin VxXXIVA	0eb9dbacd4d7cbfdc17660ef3c73b3f9mlt_after	0	Cysteine-rich venom protein VAR3	724cb5edcf13d25a0da16b4833f72b8fmlt_after	0	T cell receptor alpha variable 14/delta variable 4	3c0ad528153d8b2dbd0a153036fb2038mlt_after	0	T cell receptor alpha variable 23/delta variable 6	54e51180531d425eb3020dee2f10d0c0mlt_after	0	T cell receptor alpha variable 29/delta variable 5	da5b58b7c13bcf27bef2f0cd9b7b574cmlt_after	0	T cell receptor alpha variable 36/delta variable 7	6440342058e90d5eb1d4594dc54e328fmlt_after	0
ArsC	univ	cs	10	ArsC family reductase	f0a97a82c49528ce5592839de42ff8d0mlt_after	1	Arsenate-mycothiol transferase ArsC1	2cec2308f640a7d86f74fa23d448502fmlt_after	2	Arsenate-mycothiol transferase ArsC2	dbc841ecd7cb28a6165f618965411f8bmlt_after	2	arsenate Reductase (ArsC) family protein	97a363745d23ac5686d7446f1ad0862fmlt_after	3	Barstar	33f5627d3b9918deefaa7b61808966ddmlt_after	0	Arsenate reductase ArsI1	f041cf10e417da76d254de6fe13083edmlt_after	0	Arsenate reductase ArsI2	855e0e77769d1d39aab814ecdf6536b0mlt_after	0	tautomerase RSc0807	9998c2453d88856b67026f82b3002bf1mlt_after	0	transporter SCO4007	b49ca3409d1d7fa44dcc37042b404751mlt_after	0	ATPase ARSA1	39f285b78169393b50df26246983a5a1mlt_after	0
CDP-diacylglycerol--serine O-phosphatidyltransferse	univ	cs	10	CDP-diacylglycerol--serine O-phosphatidyltransferase	6b7e188aefb49f9ae7f3e87c7ab5ad69mlt_after	1	CDP-diacylglycerol--serine O-phosphatidyltransferase 1	86adfdfb995fa6643c3dd6816d12cd4amlt_after	2	CDP-diacylglycerol--serine O-phosphatidyltransferase 2	9d005b1eff0ebfa6e8f8c0686a6c2b7emlt_after	2	CDP-diacylglycerol--serine O-phosphatidyltransferase 3	d7cdbdc9c991b5a8d40126dafcf2a539mlt_after	2	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	ae70cfe64030710894e1a476ea2d1e07mlt_after	5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 2	5f1947fb2056d28b27b71e9f042ef4bemlt_after	5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyl-transferase	68c6ddf55d560f5dc3b32e6a73f7b657mlt_after	7	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyl-transferase 1	62e53a8b8175aea99c322173f0648d36mlt_after	7	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyl-transferase 2	2bcd4c09bbe62b55ccd605223b458c10mlt_after	7	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	42ac6edbda2a8d989a0b40f2122025bdmlt_after	10
Cb-type cytochrome c oxidase subunit iii	univ	cs	10	cbb3-type cytochrome c oxidase subunit II	86a6b587aa1f8656a66fd09afca8ae09mlt_after	0	cytochrome c oxidase subunit II PS17	a49230008098c08e90d6757bc5542a0dmlt_after	0	bifunctional cbb3-type cytochrome c oxidase subunit I/II	8ba4b63160a60a838ba3354308c22fa6mlt_after	0	bifunctional cbb3-type cytochrome c oxidase subunit II/cytochrome c	db2084b6bdf3aaff9f4fd5afb6bd969cmlt_after	0	Cbb3-type cytochrome c oxidase subunit CcoP	853a6499cdf30707f146df6e002f841amlt_after	0	Cbb3-type cytochrome c oxidase subunit FixP	cf450464ea7b52e8c592a62588bacd60mlt_after	0	Cbb3-type cytochrome c oxidase subunit CcoN1	793c5f0db11dd371c842937b9edb26acmlt_after	0	Cbb3-type cytochrome c oxidase subunit CcoP1	3f6774e6ec80b12cfe6cce3811009d4bmlt_after	0	Cbb3-type cytochrome c oxidase subunit CcoP2	0ca9b71416dbc1afb350dfab0b43f5d0mlt_after	0	Cbb3-type cytochrome c oxidase subunit FixPc	0e5ec4aa3ff908813b2b92d2a03f541amlt_after	0
CbiM	univ	cs	10	cobalt transport protein CbiM	11bde91bf65cb08c683e4e71ed6c2f76mlt_after	1	Cobalt transport protein CbiM 1	b0c2165a02026fb442502ebb8c41e4e3mlt_after	2	Cobalt transport protein CbiM 2	c306110be2c49c5680731da2e827a787mlt_after	2	fused cobalt transport protein CbiMQ	3b483d7ee66502ac0345db6df1fabd48mlt_after	4	Protein BIM1	ecc94a6b8a221142777ab844ce861d6amlt_after	0	Protein bimA	38f620212eff57beed6fce4968bd8b21mlt_after	0	Kinesin-like protein bimC	48595ba7c725d5c0ae67da9641b6b2b0mlt_after	0	Colicin-B immunity protein	991435d7b2939790f40e75b6618609ffmlt_after	0	Transcription factor BIM1	f77b293ffcf23cfb8f09157a8fa1ad28mlt_after	0	Transcription factor BIM2	832f3767673ab98dfe81f71f7d32e2a3mlt_after	0
CjaC	univ	cs	10	UPF0356 protein YcjA	d8e1f56904849d60f2d9c8ccb47ae6efmlt_after	0	UPF0178 protein CJA_1978	0b6bb3a4a39bd20d872392df3eeba7dbmlt_after	0	UPF0229 protein CJA_2563	b0567a99fd67713a15cc00fd79bfee94mlt_after	0	UPF0234 protein CJA_2652	71a204a9d2ab497b012740969a0b2018mlt_after	0	UPF0235 protein CJA_0091	1a53778021f7b27f7b52315da79d7885mlt_after	0	UPF0246 protein CJA_0191	4cd7321af4d6cee5bb46de1b95dc4878mlt_after	0	UPF0260 protein CJA_2436	cb4117b58b37824d430741597fcd36afmlt_after	0	UPF0502 protein CJA_1529	d987ae3f88e624dfb66027c954f58610mlt_after	0	UPF0758 protein CJA_3522	605ca34d7fe023e089383effea7d4be6mlt_after	0	UPF0060 membrane protein CJA_3703	5890d944d604b1f89e0b22114186c387mlt_after	0
CmeA	univ	cs	10	Granzyme A	cf1c77fe42ff64773c60fbb5b7ed9bd8mlt_after	0	Lysozyme A	b193bf75ae5c294ef5be591e4e572287mlt_after	0	Trypsin inhibitor CMe	b2129efe8277815b05cce219483e4cf1mlt_after	0	Zinc metalloprotease	3e026a93d6f9d1f9e0f56fa7c6fa425bmlt_after	0	Lysozyme A/C	71dd32b7eb6c09b6f46aff1905705065mlt_after	0	Basic membrane protein	499d35e212890da23b3970a6963dc636mlt_after	0	Basic membrane protein A	9b9f6fe8be0fe2f2ed2a7e8f44c1fd71mlt_after	0	Basic membrane protein B	803b27d2e7315eb56154e44ff8c94c8bmlt_after	0	Basic membrane protein C	b1fbe9d365bf024807aeef4e91bcc03cmlt_after	0	Basic membrane protein D	ec21d6cb5c30bacde87e7d367764fe56mlt_after	0
ComEC/Rec2 family protein	univ	cs	10	ComEC family protein	522623161f93942c902b901b71aab847mlt_after	1	PAP2 family protein	d841228929d0996b73d80c99af827392mlt_after	0	FAM172 family protein homolog	ba3fa2213382f7e3c98627693293b689mlt_after	0	Uncharacterized NOC2 family protein C1142.04	a048694d5532b72cf2f51a598292aeeemlt_after	0	Uncharacterized NOC2 family protein C1B3.09c	2ca7458c9a0ff3d9d917065ad0c84b5dmlt_after	0	SXP/RAL-2 family protein Ani s 5	d5d8927bf99baadd7712729ef36d15c4mlt_after	0	FAM172 family protein homolog CG10038	c714faf027df9380cc622eb30afde09dmlt_after	0	VOC family protein	cde9b5664c06f5ea04252d2dd23abe17mlt_after	0	BTG family protein	71ac3b4d376e431d687cd8f6cfca1a3amlt_after	0	FAM172 family protein homolog Y75B8A.31	4f1c2e7b802c5c4723a5b8f29a224cc4mlt_after	0
Cpp12	univ	cs	10	UPF0102 protein HPP12_0830	d191ce4ca98f904654ac8643352d5c9emlt_after	0	UPF0114 protein HPP12_0190	b07572657d356a332bcd9050661d9f2bmlt_after	0	UPF0763 protein HPP12_0677	921db7a7b18c19d4377e2ca6922fc9f3mlt_after	0	UPF0323 lipoprotein HPP12_0232	e53ab1b14fd7eaf13162fda3dd636a9cmlt_after	0	Uncharacterized protein IMPP12	d3c7810dee747a7255f9a0c4b245e975mlt_after	0	Uncharacterized protein SMPP12	2be399927a38723233a96bada0d53c4emlt_after	0	Nucleoid-associated protein BPP1222	d2817e6b4f4ead89f1795480ce393d43mlt_after	0	Nucleoid-associated protein HPP12_0031	495d9efe8ebff2e18c6937b75527af84mlt_after	0	Serine/threonine-protein phosphatase PP1-2	8be69afa8024e3a58ce7554325c6c7d2mlt_after	0	transcriptional regulatory protein lpp1249	41e614fa1306c623b25e30974e18472dmlt_after	0
Cpp14	univ	cs	10	Uncharacterized protein IMPP14	44ae68fecb735d25d977dd971bb738b5mlt_after	0	Uncharacterized protein SMPP14	f0f97751c24f3a5901049a82ae522c6dmlt_after	0	Serine/threonine-protein phosphatase PP1(4.8)	92c7bc2bfba66015891a84e7ac01734cmlt_after	0	p14	989ae4f0a2ea31db452b35e0d9980e6fmlt_after	0	Rep1-4	c33e42fdf598dda6c60db9b26746293dmlt_after	0	NPP 1	36c157134ae09ef72c2845c7bbca5753mlt_after	0	NPLP1-4	2bc1d87bb4889fde65ae384ac2fc6cb2mlt_after	0	ACP phosphodieterase	1ef7aec9665ad0a2f9080374808081aamlt_after	0	ACP phosphodiesterase	9369f54d9c70fb7881015d3eff47fb8cmlt_after	0	Phosphoprotein ECPP44	491deeae5548c4bba76bf5ad1c724ab4mlt_after	0
Cpp17	univ	cs	10	UPF0225 protein BPP1723	dc8e68c360c3dcbb8de8d17c8b7a978bmlt_after	0	Uncharacterized protein IMPP17	ec171d46233ff8dcb67feb5d101f5fcamlt_after	0	Uncharacterized protein SMPP17	2ae623f690f4b3395c986b4960a19db5mlt_after	0	p17	e9257cc14147de6900b8f5c69aadb9dfmlt_after	0	Rep1-7	ce14e99c53469dedfbf50f467314ca3bmlt_after	0	NPP 1	36c157134ae09ef72c2845c7bbca5753mlt_after	0	Protein P17	1ad6ac5e5dc679341522d9ebe43b4bb5mlt_after	0	Protein gp17	50a9166afd568bec589429048deebf8emlt_after	0	ACP phosphodieterase	1ef7aec9665ad0a2f9080374808081aamlt_after	0	Oleosin GRP-17	57809758cb494d07fcd445e0fb33e7b7mlt_after	0
Cpp33	univ	cs	10	BNP(3-30)	c4fccc2602f1e4bc6bc49d671b1ac77amlt_after	0	BNP(3-32)	794442fe036acb09cd37211f6ace5509mlt_after	0	Protein P33	931c3ec120b47d6637b67596fdac53eemlt_after	0	Protein PP3	18be40b7ca0a7105f89d06ca7244e3demlt_after	0	Protein pp31	2980d72622185f4c9ecb07b098380192mlt_after	0	Grammistin Pp 3	0892ee51a8868c250f866bf473caf702mlt_after	0	Aquaporin NIP3-3	369451640279abc270a0959ce1ecf0d2mlt_after	0	Lipoprotein p33	eb3a75d5d0358f8fdf79b4b846c9d85fmlt_after	0	ACP phosphodieterase	1ef7aec9665ad0a2f9080374808081aamlt_after	0	ACP phosphodiesterase	9369f54d9c70fb7881015d3eff47fb8cmlt_after	0
Cpp44	univ	cs	10	Phosphoprotein ECPP44	491deeae5548c4bba76bf5ad1c724ab4mlt_after	0	nuclease p44	34589b90f6557be44a97f24e8beb4930mlt_after	0	Protein SPP41	38fe1bc6dcf1e34b5df5e6b4d3033a6emlt_after	0	Grammistin Pp 4a	c72e4530b9e75cc068e98a7e81c5bc04mlt_after	0	Grammistin Pp 4b	a18403541acd3e5de0cf1d07902733c1mlt_after	0	Protein PPP4R3C	f8587f2bfd06a09a956178447e075bffmlt_after	0	Aquaporin TIP4-4	b322f01936226e7a6a7fcbc8458cca70mlt_after	0	Nucleoporin nup44	a7a8bc5b0cdf28bc7f36966affcf813emlt_after	0	cytochrome P450 CYP44	c7e65b3321ab5071c86896a6bf80be98mlt_after	0	ACP phosphodieterase	1ef7aec9665ad0a2f9080374808081aamlt_after	0
Cpp45	univ	cs	10	Phosphoprotein ECPP44	491deeae5548c4bba76bf5ad1c724ab4mlt_after	0	Protein SPP41	38fe1bc6dcf1e34b5df5e6b4d3033a6emlt_after	0	Grammistin Pp 4a	c72e4530b9e75cc068e98a7e81c5bc04mlt_after	0	Grammistin Pp 4b	a18403541acd3e5de0cf1d07902733c1mlt_after	0	Protein PPP4R3C	f8587f2bfd06a09a956178447e075bffmlt_after	0	ACP phosphodieterase	1ef7aec9665ad0a2f9080374808081aamlt_after	0	ACP phosphodiesterase	9369f54d9c70fb7881015d3eff47fb8cmlt_after	0	UPF0102 protein BPP4042	d55436712e819fa6d98f9b451d4931fdmlt_after	0	Acyl carrier protein AcpP	c07a272237d24534980b8b5df9351aa5mlt_after	0	Pre-mRNA-splicing factor spp42	9976ffbeb8495bb71b6205accda2d46fmlt_after	0
Cps2I	univ	cs	10	Exopolysaccharide phosphotransferase cps2G	441863366cdf7fa3aaed28171597483cmlt_after	0	Uncharacterized 3.2 kDa protein in rpoC2-rps2 intergenic region	142edf277bd29087d2900d6b784ae5a5mlt_after	0	Protein bps2	f592f7f4c8da179a0d13ffaf5b89df82mlt_after	0	Pilotin AspS 2	b2e062d110fd33e7b9d02009e7acb571mlt_after	0	Pyocin-S2 immunity protein	d5fa28b9a4b97fd299dfa2ed4e94f877mlt_after	0	Integrin alpha-PS2	83f5643c9c6f9e5a1903badd61803f65mlt_after	0	Protein cps3	c41a21d431dd6954928d3294f103951fmlt_after	0	Magnesium transporter MRS2-I	c2bfaea66b07e887e56ef3d2cc35f1a5mlt_after	0	MFS transporter OpS2	d922cbdfd71d71e24a0314adcb9c3da6mlt_after	0	Phospholipase A2 PS22	07827bba824b15b90fbaad986042f69cmlt_after	0
CrcB protein	univ	cs	10	camphor resistance protein CrcB	ee99231526081047027258c5a645fed0mlt_after	1	Chorion class CB protein M5H4	66b160d39c14702e55ee8835e8b96aa8mlt_after	0	Assembly factor CBP4	8cbfbf8c642b0cba4c1b42c171c44f2bmlt_after	0	Assembly factor cbp-4	4687abf458c738e4eec4e72ebd56768amlt_after	0	Chorion class CB protein PC404	7cd3e4c8bc282f65ce15600cc6e75c69mlt_after	0	Chorion class CB protein PCH12	b8af86b7a337682f33ec6635d945da3fmlt_after	0	12S seed storage protein CRC beta chain	004b336f163782bcfd5c1e2ac85def90mlt_after	0	chaperone modulator CbpM	fa1811adb76279e70b1073faf97e6373mlt_after	0	Chorion class high-cysteine HCB protein 12	7e9a5bfd82e6a3268f8e796d74912af7mlt_after	0	Chorion class high-cysteine HCB protein 13	1c69c50f7a235635e4d967cde10c3a72mlt_after	0
CvpA family protein	univ	cs	10	YnfA family protein	5ed171f6f9a8bce833f538ecc585c393mlt_after	0	DedA family protein	2f09b686566f80620b38acf5b571fdb1mlt_after	0	Ninja-family protein 1	afff3f0a72d8acd3d84ff556184514e7mlt_after	0	Ninja-family protein 2	d4ca21b131729dacfd8235e420942addmlt_after	0	Ninja-family protein 3	799eea1d1d67763f0734c91fc74e1ee5mlt_after	0	Ninja-family protein 4	bfb46038c5dd394b720c42c78dc93d09mlt_after	0	Ninja-family protein 5	d090a4fba54abdd1789b8d9361f3586bmlt_after	0	Ninja-family protein 6	f8b95c75fcb6305a449a7a9bf19b3211mlt_after	0	Ninja-family protein 7	42e389ff527a4355e8cd9db832935f32mlt_after	0	Ninja-family protein 8	0789598be20489988e09c93d6f18dc10mlt_after	0
